,G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
71,69,"Fri, Mar 16, 2018",7:30p  ET,,Box Score,@,Toronto Raptors,L,OT,115,122,22,47,L 1,
72,70,"Sat, Mar 17, 2018",7:30p  ET,,Box Score,@,Brooklyn Nets,L,,106,114,22,48,L 2,
73,71,"Tue, Mar 20, 2018",8:00p  ET,,Box Score,@,New Orleans Pelicans,L,,105,115,22,49,L 3,
74,72,"Thu, Mar 22, 2018",8:30p  ET,,Box Score,,Utah Jazz,L,,112,119,22,50,L 4,
75,73,"Sat, Mar 24, 2018",8:30p  ET,,Box Score,,Charlotte Hornets,L,,98,102,22,51,L 5,
76,74,"Tue, Mar 27, 2018",10:00p  ET,,Box Score,@,Sacramento Kings,W,,103,97,23,51,W 1,
77,75,"Wed, Mar 28, 2018",10:30p  ET,,Box Score,@,Los Angeles Lakers,L,,93,103,23,52,L 1,
78,76,"Fri, Mar 30, 2018",8:30p  ET,,Box Score,,Minnesota Timberwolves,L,,92,93,23,53,L 2,
79,77,"Sun, Apr 1, 2018",6:00p  ET,,Box Score,@,Cleveland Cavaliers,L,,87,98,23,54,L 3,
80,78,"Tue, Apr 3, 2018",8:30p  ET,,Box Score,,Portland Trail Blazers,W,,115,109,24,54,W 1,
81,79,"Wed, Apr 4, 2018",7:00p  ET,,Box Score,@,Orlando Magic,L,,100,105,24,55,L 1,
82,80,"Fri, Apr 6, 2018",7:00p  ET,,Box Score,@,Detroit Pistons,L,OT,106,113,24,56,L 2,
84,81,"Sun, Apr 8, 2018",1:00p  ET,,Box Score,@,Philadelphia 76ers,L,,97,109,24,57,L 3,
85,82,"Tue, Apr 10, 2018",8:30p  ET,,Box Score,,Phoenix Suns,L,,97,124,24,58,L 4,
